Website,Aims/Objectives/Mission,Pin,Mobile,name,Phone,Purpose,Add.,Email,Contact Person
http://www.ssaruitprg.com,To provide basic computer education to all the students of rural as well as urban India for whom computer is still a luxury.,110092,91-98101 66061,Sarv Siksha Abhiyan Rural & Urban IT programme,91-11-32662855,Computer education.,"UG 10, 20, Parmesh Business Center 1, Karkardooma Community Center
Delhi",sanjay_yadav26@yahoo.com,Sanjay Yadav
,"Rural development, education for poor child, health programme for rural area, new employment create in rural area through training.",110029,91-99532 96511,Sarvoday Vikas,,Rural development,"621-2 462, Sangam Vihar
New Delhi",sarvodayvikas@gmail.com,Gopal Mishra
,"To eradicate illitracy and poverty, do all needful community empowerment works to work for health and environment pollution control.",110027,91-99536 12727,Sarvodaya Samiti,,,"117, New DDA Flats
New Delhi",singhdarshanjit@gmail.com,D J Singh
,"Working for aged/elderly, orphans/street children, education & literacy, rural development & poverty alleviation, vocational training, women’s development & empowerment.",110023,91-99996 47988,Sarwanchal Sanskritik Avam Samajik Vikas Manch,,,"E-1375, Netaji Nagar, South West
New Delhi",sudhisociety@gmail.com,Dr. Hansha Datt Bhatt
http://www.sashakt.org,"Mentally retarded, physically challenged, hearing impaired, multiple disabilities, under privileged children and adults.",110084,91-99909 66493,SASHAKT,,Persons with disabilities and adults.,"351, Pocket 13
New Delhi",sshkt.org@gmail.com,Seema Thapa
http://www.sathiindia.com,"To create awareness and educate people about the ill-effects of alcoholism and substance abuse, establish health care facilities as charitable dispensaries, etc.",110033,91-98713 59999,SATHI,91-11-27632414,"Education, health, women empowerment, child development, old age care.","B 1751-53, Jahangir Puri
Delhi",info@sathiindia.com,H.S. Thakur
,"Orphanages for street children, rehabilitation center for destitute women and girls, old age homes and many other activities.",110063,91-93136 29523,Satish Chandra Memorial Trust,,,"A 1 B, 121 B
New Delhi",scmtrust.ngo@gmail.com,Ashish Chopra
,Betterment of poor and marginalizd section of society through sustainable agriculture and income generation and to join them with the main stream of empowered society.,110096,91-99688 08553,Satya – Social Awakining Through Youth Action,,To get connected with ngos and funding agencies for fund raising and get consultancy opportunity.,"East Delhi, New Delhi
New Delhi",jugender@gmail.com,Jugender Singh
http://www.saveindianfamily.org,"Save Indian family is a strong team of dedicated families comprising of victims of \”misuse of 498A\”, including nris, senior citizens who campaign and create awareness about gross injustice and abuse that happen in indian legal system.",110059,91-99111 19113,Save Indian Family,,Promotion of family harmony,"C-8, Mansa Ram Park, Opp. Mohan Garden
Delhi",ashishmukhi@yahoo.com,Ashish Mukhi
http://www.savethechildren.in,"Save the Children is the worlds leading independent children NGO that works for child rights and to inspire breakthroughs in the way the world treats children to achieve immediate and lasting change in their lives. To inspire breakthroughs in the way the world treats children, and to achieve immediate and lasting change in their lives.",110019,91-98113 20906,Save the Children,91-11-42294990,Child development,"Save the Children, Bal Raksha, Bharat 4th Floor, Farm Bhawan, 14-15 Nehru Place
Delhi",info@savethechildren.in,Customer Care
,The mission is to make people aware about the daily things which they do and are not aware of their circumstances.,110085,91-98919 29896,Saviour Social Welfare Society,,To aware people who are not.,"E 24 Rose Apartment, Sec 14 Extn
Delhi",saviour.social@yahoo.co.in,Gaurav Panwar
,"To establish, develop, maintain and grant aid in cash or in kind or other financial assistance to hospitals, medical schools, medical colleges, nursing institutions, dispensaries, maternity homes, child welfare centres and/ or such other similar charitable institutions in India for giving medical relief to poor, sick and infirm persons. As and when hospitals, nursing homes, clinics etc. Are established, 25% of the indoor beds would be kept reserved for free treatment to poor patients. A notice to this effect would be displayed at the main reception place of such hospitals/ nursingh homes/ clinics etc. The above would be irreversible in future.",110041,91-98685 26233,Savitriba Jyotirao Phule Trust,91-11-25949792,"Education, health, old age care.","4/12, Ashok Mohalla, Nangloi
Delhi",savitibaphuletrust@gmail.com,Mahabir Saini
,"World is facing the recesson, companies are making loses, showing loses in their balance sheet, discounting salaries, reducing incentives, and some are getting ready for cutting jobs in bulk. Our NGOs in India are there to take the challange/ready to take up the challange. We are building a national level network. We are a team of technically qualified and experienced young professional in the field of servey, market research, sales, mkt, service, product demontration, installation, enquiries of any products.",110018,91-92122 04343,SCOP Foundation,,Youth development and empowerment,"F-339, Vikas Puri
New Delhi",yogenderkaushik@hotmail.com,Indu Kaushik
,"Mission for fight against unemployment & upliftment by computer vocational training in Delhi, Noida, Bihar, Chhatisgad & MP. Over 5000 person learnt and get a computer job in all India since 1999. Women empowerment through shgs and give trainings & linkup with buyer. Awareness for hiv/aids. Celebration of national & internation day celebration for awareness.",110096,"91-92780 03889, 91-92112 17840, 91-98113 63226",Seva Social Empowerment Villagers Association,,,"A-636, New Ashok Nagar
Delhi",seva_1999@rediffmail.com,Rakesh Kumar
,"Helping the poor and needy person, various works for women, LIC, micro-bima, jeewan madhur etc.",110043,91-92507 11369,SEVA,"91-11-25012388, 91-11-30532628","Education, health, NRM, water, women empowerment, child development, rural development, disability.","Rz 296 A, D-Block, Gali 6, Prem Nagar, Najafgarh
New Delhi",seva9521@gmail.com,Lalita Malhan
,Tweet,110032,91-93136 09842,SEWA – Social Welfare Economic Association,,,"C-1186, LIG Flat, Lodi Road, Shahadra, East Delhi
Delhi",social_sewa@yahoo.com,Dharmender Singh
,"The core foundation of our organization is to enchance indivisual potentials, so they can create space for themselves in today’s society.",110018,91-99992 53174,SEWA,,"Child welfare, education and women upliftment.","Tilak Nagar, Delhi
Delhi",indrani_sahay@yahoo.com,Indrani Sahay
,SEWS is an organisation formed and run by families and well wishers of the underpreviledged section of the society to work for their upliftment and to help them to grow individually by realising their true potential.,110091,91-97184 70761,SEWS – Shubhi Education & Welfare Society,,Social welfare.,"D-135, Upkar Apartments
New Delhi",shubhiEWS@gmail.com,Manju Sharma
http://www.rssaindia.org.in,"We provide the several program which aims to give students the necessary skills and knowledge to organize and manage modern IT effectively. This Institute has not been established just to prepare student for earning computer certification. Teaching the course curricula, preparing students for the examinations and earning certification are only the means employed for the end. Whereas our mission is to make student’s personality is such a way where our students will be shining examples of knowledge awareness and its beneficial consequences to the individual and to the society.",110036,91-92121 64760,Sh. Mahavir Group of Society,91-11-27614060,To provide IT education to poor families of India.,"155, Jind pur, Near Sisodia Builders
Delhi",info@rssaindia.org.in,Satyapal Singh
http://www.alvida.org.in,"Shaheed Bhagat Singh Sewa Dal is a reputed NGO of East Delhi which is undertaking various activities of social services of mankind and for the needy sections for the society. The work undertaken by the organization is commendable in all forms as they are involved in various activities of human service upholding basic human values. This organization is involved in the welfare, cultural, patriotic, social and motivational work gives sight of confidence building measures in the society bitten by alienation in particular and selfishness in general. Free Cremation of the Unclaimed Bodies/Dead Bodies",110095,91-98682 56782,Shaheed Bhagat Singh Sewa Dal,91-11-22150680,"Old age care, health, disability, ambulance/hearse van service.","Community Centre, Janta Quarter, A-Block, Vivek Vihar
Shahdara",j.s.shunty1861@gmail.com,Sardar Jitender Singh Shunty
http://www.shaktidarbar.350.com,This society is specially working for womens who have spiritual problems & who wants more information about Goddess Hinduism.,110032,91-92111 19422,Shakti Darbar,91-11-2321900,Women empowerment.,"Harihar Hanuman Mandir, Phool Wali Gali, N-Block Dilshad Garden, Shahdara
Delhi",shaktidarbar2010@gmail.com,Sarita Aanand
http://www.shantikaushalfoundation.org,Our mission is to rejuvenate the lot of the underprivileged by providing them education and shelter for a better future. our vision is to transform the lives of the underprivileged so as to ultimately mould them into self-dependent and responsible citizens of India. Shanti Kaushal Foundation goals are to educate our children and make them self-sustaining members of society. To render all possible help and facilities to the underprivileged and un-reached by enabling them to realize their potential. To generate employment opportunities for the un-reached and economically and socially disfranchised by providing vocational training.,201010,91-98113 07930,Shanti Kaushal Foundation,,"Education of girls, income generation, vocational training.","604, Nanda Tower
Ghaziabad",kanakmital@yahoo.co.in,Dr. Kanak Mital
http://www.shapeindia.org,"Shape India believes that every person has the right to live his/her life with dignity. The environment in which people live plays a vital role in bringing up development in the community. Shape India aims at provide the community and also facilitate the different needs & to provide the right stimulating environment. To work for developing a healthy and conducive environment for the underprivileged to attain the dignified life & leading to the social, cultural and economic uplift of the people and community as a whole.",110044,91-98116 82693,Shape India,91-11-26668396,"Education, health, women empowerment, child development, rural development, & microfinance.","N 81/3, Amar Market, Sourav Vihar, Badarpur
New Delhi",shapeindia@hotmail.com,Surendra Giri
,Our ngo is formed for social welfere of mankind.,110025,91-99977 73788,Sharp Holistic Organization,,,"Jamia Nagar, Okhla
New Delhi",,Dr. Faizan
http://www.oldagehomeindia.in,"Sheows Guru Vishram Vridh Ashram, under the guidance of Dr. GP Bhagat, is the leading advocate for rights of elderly people. It was founded with a mission of serving the living temple of God. We believe that serving the helpless old people is the best way to attain peace and prosperity in life. Guru Vishram Vridh Ashram turns out to be a ray of hope these helpless old people suffering from various diseases and disorders like Alzheimer, Bed ridden and mentally sick old people. In India it reaches out to the underprivileged elderly people through its various services in the areas of financial, health and emotional security.",110044,"91-99537 50017, 91-92127 10751",SHEOWS,91-11-29941111,Old age care,"Basti Vikas Kendra, Gautam Puri
New Delhi",vridhashram@oldagehomeindia.in,Dr.G.P.Bhagat
http://www.anukriti.in,"Shikher is doing commendable work in different areas of Disability. For the right of disable people, Education, advocacy and activism  And providing vocational training for poor and widows to make them earn self. Health awareness also we provide to the society.",110084,91-98683 42580,SHIKHER,91-11-22122314,,"Kh 423, Lane 2, Laxmi Vihar, Burari
Delhi",response2shikher@gmail.com,Sandhya Sharma
http://www.shine.org.in,"Our vision socially responsible and economically self-reliant communities where all members are given an opportunity for education and employment. Our mission to create replicable models of comprehensive and integrated community development programs where the family has a sustainable income, the parents have skilled employment and are sensitized, and the children enjoy the benefits of education to supplement the efforts of the government and to create awareness within the voluntary sector and the communities we work for.",110017,91-98182 18703,Shine Foundation,"91-11-64510946, 91-11-29542989",Urban Community Development,"B-90, Panchsheel Vihar, Sheikh Sarai – I
New Delhi",naushad@shine.org.in,Naushad A. Khan
,"Work for rural and devlopment, education.",110043,91-92505 83100,Shiv Shakti Rural & Development Association,91-11-24560648,"Rural development, education, women empowerment.","RZ 12, Ganpati Enclave, Paprawat Road, Najafgarh
New Delhi",daffodils8888@yahoo.co.in,Krishan Lal
,Our aim is to provide computer education to every people of India.,110044,"91-92781 06690, 91-99907 62837",Shree Institute of Computer Technology,91-11-26662554,Education,"D 131, Harsh Vihar, Part 3, Jaitpur, Badarpur, South Delhi
Delhi",ckumar21@yahoo.com,"Parveen Kumar, Chitranjan Kumar"
,To support the public in various field for their wellbeing and take part in the social welfare schemes of the government especially in the area of education and health.,110092,"91-98734 77440, 91-99108 61370",Shri Ahikshetra Parashvnath Atishaya Ksetra Sewa Samiti,,Charitable and social welfare of the mankind.,"106, First Floor, C-17, Gurunanak Pura
Delhi",jainnidhiarvind_cas@yahoo.com,Arvind Kumar Jain
,My work allways poor man.,110062,91-97181 79208,Shri Balmiki Ashram Sava Samiti,,Good work,"4/35, Dakshinpuri, J.J.Colony, Extiontion
New Delhi",radhashayamshram@yahoo.in,Yougash Sing
,"To provide training to women of weaker section, to provide education, give them non formal education, giving medical support.",110086,91-92123 83244,Shri Deep Chand Educational Society,,"Education, health, nrm, water, women empowerment, child development.","Rajiv Nagar, Begumpur, Opp. Rohini, Sector 22
Delhi",sdcedusociety@yahoo.in,Sapna Chaudhary
,"To build a charitable dispencery/ hospital, old age home, orphanage.",110055,91-98910 71555,Shri Deshbandhu Sharma Charitable Trust,,,"5298, Shora Kothi, Paharganj
New Delhi",gsharma2411@gmail.com,Gaurav Sharma
,"Educating people for human rights, child education (primary level), fight for human rights.",110014,91-98185 33965,Shri Motiram and Kamlesh Foundation,91-11-26341012,Educating for human rights.,"109, Bhagwan Nagar, Ashram
New Delhi",sunil_kumar_109@yahoo.com,"Sunil Kumar, Ashutosh, Neeru"
,"Education, health, nrm, water, women empowerment, child development, rural development, disability, agriculture, old age care, animal care, microfinance or etc.",110053,91-93101 34773,Shri Ram Harshan Shanti Kunj,91-11-22919115,,"Shiv Shakti Mandir, C 10, Yamuna Vihar
Delhi",astrokaushal@gmail.com,Kaushal Pandey
,Helping poors & needy people.,110018,"91-92136 00010, 91-93509 33324, 91-90151 62487, 91-98712 48235, 91-98100 79227, 91-98735 10088",Shri Sai Sewa Sharanam Samiti,,,"17, L.S.C, DDA Mkt, C Block, Vikas Puri
New Delhi",shrisaisharanam@gmail.com,"Raj Kumar, Dheeraj Arora"
,One of the most important objectives of the foundation is to help and encourage the promising and the brilliant students.,110002,"91-98113 49265, 91-88027 34994",Shri Sunder Dass Memorial Foundation,91-11-25277308,,"305, Emca House, 23/23 B Daryaganj, Ansari Road
New Delhi",shrisunderdassmf@rediffmail.com,R.C. Kapoor
,Shristi Prabhat is running by young social work professionals for the sustainable growth and development of the disadvantaged youth and women. We are willing to facilitate youth and women towards self sustainable growth.,110092,91-98712 13721,Shristi Prabhat Trust,,Empower youth and women through livelihood and capacity building programme.,"A-61, Chander Vihar, IP Extension
Delhi",sristiprabhat@gmail.com,Ravi Gupta
http://www.swarnimsavera.com,"To create self reliant individuals, through intervention at various levels of development, in the life cycle. To empower the vulnerable sections of the society by building up their capacities through education, health and skill-based development. We are working for the cause of human development focusing on the less privileged sections of the society in the rural and urban areas of the country.",110045,91-98188 53692,Shwarnim Avera,,To uplift the education and healthcare in the rural areas.,"Rz B1-47, IInd Floor, Raghu Nagar
New Delhi",info@swarnimsavera.com,Uday Chandra Pathak
http://www.swarnimsavera.com,"To create self reliant individuals, through intervention at various levels of development, in the life cycle. To empower the vulnerable sections of the society by building up their capacities through education, health and skill-based development. We are working for the cause of human development focusing on the less privileged sections of the society in the rural & urban areas of the country.",110059,91-98188 53692,Shwarnim Savera,91-11-45643787,"Education, health care, human rights.","D 5, Ist Floor, Milap Nagar
New Delhi",ucpathak71@gmail.com,Uday Chandra Pathak
,To spread education and improve education standars in India.,110052,91-98681 62359,Shyamji Shiksha Uthan Samiti,,To spread education and improve education standards in India.,"A-758, Shastri Nagar
Delhi",bovipin@gmail.com,Vipin K Sharma
,All the person educate.,110096,91-93105 61400,Siddharth Welfare Society,,Child education.,"B-12, New Delhi
New Delhi",rk_rajeshkr@yahoo.co.in,Mamta Lata
,To promote Sindhi Language among yougsters in India.,110052,91-98680 35933,Sirwani Foundation Trust,91-11-27235386,Promotion of Sindhi language.,"4-B Block 2 Pocket B, Ashol Vihar, Phase 3
New Delhi",sirwanifoundation@gmail.com,Kittu Chawla
http://www.sancharisd.org,"SISD stands for Sanchar Integrated Social Development. It was established as a registered organisation on 3rd May 2006. Sanchar means dissemination of thoughts and ideas from one person to the other. This may be in the form of a dialogue, a seminar, a training, theatre, film, exhibition etc. The aim of Sanchar is to use the various communication tools for the purpose of social development. The organisation focuses on the issues of children and youth, men and women, education, health, peace and harmony – in each layer of the society for integrated social development.",110092,91-98110 84987,SISD – Sanchar Integrated Social Development,,"for funding support, partnership","B-701, Saransh Apartments, 34, I.P. Extension
New Delhi",Sanchar@sancharisd.org,Paramjeet Bernad
http://www.sitarango.com,Facilitate education among highly vulnerable children who are deprived. To spread awareness and motivate people on importance of educatin. To empower the women on their legal rights.,110092,"91-99101 25568, 91-95821 46665",Sitara Swayamsevi Sanstha,,Education and women empowernment.,"M 115, Jagat Ram Park, Laxmi Nagar
Delhi",sitara.ngo@gmail.com,Anil Kumar Mishra
,To give education for all the children in the slum area in India.,110008,91-98109 68280,Slum Children Educational & Development Trust,91-11-26183932,Education for all.,"E-401, Gujarati School, Katputili Colony, Shadipur Depo, Patel Nagar
New Delhi",josephine_anandhi@yahoo.co.in,Josephine Anandhi
,"Free computer education and job placement to poors girls. Welfare for helpless old persons, females and childrens. Social awareness for about aids, crime, drugs, Cruttar Pradeshtion, by audio/video films that will be make on new ideas and will play in schools & colleges.",110029,91-99114 46646,Smile – Welfare & Social Awareness Orgnisation,,Social service,"Dda Flates, Kalkaji
Delhi",smilengoindia@gmail.com,Ashwin Arora
http://www.smileforall.org,"Projects blood on demand, eye donation late/second marriage assistance, blood on demand blood on demand is an absolute selfless service to the humanity, it’s a service campaign for providing free blood to needy people at the time of accident or other emergencies. Under this project we collect and organize the data record of volunteer blood donors. This system is in co-ordination with all Govt. Pvt. hospitals and nursing homes. All the services are absolutely free with no profit motive. Blood on demand project is aimed at providing free and healthy blood to needy people/patient at the time of emergency. helping people who can’t afford to buy blood. Spreading national integration Serving humanity.",110088,91-92121 31416,Smile for all,,Smile for all is an organization managed by revolutionary and dynamic youngsters and intellectual se.,"PP – 8, Delhi
Delhi",info@smileforall.org,G.S. Kapoor
,Ameliorate the condition of impoverished peoples of the society. To make an effort to remove the egregious social customs and traditions from the society which is forcing us to lag behind.,110029,91-99115 66503,Smt Tulsa Devi Memorial Society,,Upliftment of poor and down trodden people.,"C-1, Avantika
New Delhi",stdms@rediffmail.com,Dinesh Chander Juglan
http://www.snehalaya.org.in,"Creation of a society where love, peace, justice and harmony are ejoyed by all. Lend a helping hand to the poor and vulnerable.",110005,91-98100 65856,Snhalaya Charitable Society,91-11-25822800,"Education, health, women empowerment, child development, labour.","7A/11, Wea, Channa Market, Near Karachi Sweet Home, Karol Bagh
New Delhi",snehalaya@hotmail.com,Paramjit Singh
,To establish socio economic cultural change among down-trodden and underpreviledged people especially for children and women.,110094,91-98186 08929,Social Balance Foundation,,,"A-19/6, Dayalpur Extn, Near David Secendary School
Delhi",ashokjha69@gmail.com,Dr. Ashok Jha
,To develop a healthy and clean atmosphere for human and social.,110059,91-98103 50865,Social Development & Protection Organization,91-11-65145066,"Social development, health, education, water and rural development.","K 5/131, Mohan Garden, Uttam Nagar
New Delhi",sdpoindia@gmail.com,Sanjay Kumar
http://www.socialdevelopmentwelfaresociety.org,"Main activities, Bal Siksha Kendra establish by the NGO bal siksha kendra helps poor and weaker student of society and in this programm NGO provide primery education to poor street children and those who are not going to school for any reason. The society has achieved great success in bringing about general awareness amongst poor children as there has been tremendous improvement in their performance in the class rooms. The awareness programmes have improved their health and hygine standards.",110075,91-98915 50792,Social Development Welfare Society,,,"A-64, Nirmala House Palam Ext., Sec 7, Dwarka
New Delhi",lamba.presidentofngo.sdws@gmail.com,Naresh Lamba
,Promotion of literacy. Awareness of health & hygiene. Women empowerment. Sports & culture awareness. Quality of life improvement. Self help group formations.,110074,91-99682 93911,Social Organization for Community Help,91-11-26642668,"Litliteracy, health, environmental awareness.","170, Sultanpur, M.G.Road
New Delhi",bundelkhand2010@hotmail.com,Naseer Ahmad Siddiqui
,"To create and foster a sprit of understanding among the society. To create love and awareness in the society. To promote the principal of good government and good citizenship. To take an active interest in the civic, culture, social and moral welfare of the community. To provide a forum for the open discussion of all matters of public interest. We fight for the human right.",110006,91-98991 53494,Social Revolution Welfare Society,,Public welfare,"3405, Nicholson Road, Kashmere Gate
Delhi","anandrevolution@yahoo.co,in",Dr. Anand Prakash
,"Working particularly for youth development, women empowerment, education and senior citizens.",110008,91-98183 72354,Social Upliftment Movement India,,,"3142, Street 1
New Delhi",socialupmovement@yahoo.com,Ojas S. Walia
,Development of our rural sector.,110043,91-92507 11369,Society for Elementary Volunteer Action,91-11-25012388,"Education, health, self help group, women empowerment, rural development, old age care.","Rza 127, Phase 3, Prem Nagar, Najafgarh
New Delhi",seva34@yahoo.com,Lalita Rani
http://www.shapesindia.org,"Our mission is to offer preventive, rehabilitative, educative and developmental services to communities in India through comprehensive psychological services, to enable them to lead a healthy, progressive and prosperous life and build self-reliant individuals through psychological interventions at various levels of development in the life cycle.",110017,91-92122 10240,Society for Health & Psychology Enabled Services,91-11-29542511,"Education, child development, Health, Old age care, women empowerment.","JB-11, (RS/GF), Gupta Colony, Khirki Ext., Malviya Nagar
New Delhi",shapesdelhi@gmail.com,"Khagendra Nath Gangai, Shabina Tauqir"
,"To create a sense of brother-hood, co-operation, mutual harmony, love and affection amongst the members of the society. To follow the ideology of national leaders who sacrificed their lives for the cause of depressed, deprived, minority classes and other needy people of india. To provide information and education/ useful knowledge and the medical advise, to the general public, regarding the voices of the society through holding awareness camps, for re-addiction and also start/ organize the lectures by expert team of doctors, journalists and other learned persons.Organizing national and state seminars, symposium, conferences and workshop.",110053,91-97179 49798,Society for Human Empowerment & Social Development,,,"C 1/110, Welcome Seelampur III
Delhi",tripathi_deepak@yahoo.com.in,Neeraj
,Promotion of micro finance for poverty removal and women development.,800070,91-98356 12411,Society for Integrated Research & Development Action,,Micro finance and women empowerment.,"74/9, Kishangarh, Vasant Kunj
New Delhi",praty83@rediffmail.com,Tara Shankar Singh
,"On 14 July 2006, Society for People’s Integrated Development (SPID) was formally registered as Society under Society Registration Act 1860. Since its inception SPID as resource centre focuses on research, documentation, publication, campaign, advocacy and networking in partnership with people’s movements, civil society organizations working towards the realization of its objectives. Resources were mobilized from different sources, whose unstinted support has been behind developing the cities based on humanism, equity and environmental sustainability, Its prime directive and focus has been on research on different aspects of social development formulation of People’s Integrated Development, study programmes, supports self-help groups amongst the urban poor, formation of thematic organizations, networking with individuals, groups organizations working on similar issues, facilitation and developing health and de-addiction centers for migrant workers and providing legal assistance to the poor and those seeking remedial measures on violations of human rights and environmental problems.",110085,91-99588 21468,Society for People’s Integrated Development,,,"A-3/52, Sector 16, Rohini
Delhi",spidindia@gmal.com,Arjun Singh
,Providing the education to needy person.,110032,91-98115 61871,Society for Reaserch & Development in Paramedical Science,,Education,"500/20/2D/1C Lane No.12, Vishwas Nagar
Delhi",ipst_paramed@gmail.com,Harish Srivastava
,"A rural development organization works with rural people to build a just social order through integrated development, emphasis is on supporting local leadership to enable organizations of poor to be self- managed programmes include health awareness, health and non-formal education. Works for women empowerment. Income- generated programme (IGP). the IGP consists of food and craft activities, women will trained and export, buying, selling, producing and packaging in their training programmes like Sattoo (Gram Flour) Makhana processed wrosted, and other rural food product.",100062,91-99532 96511,Society for Sarvodaya Vikas,,Rural development.,"I-2 Block, 400 A Sangam Vihar
New Delhi",sarvodayvikas@gmail.com,Gopal Mishra
http://www.thessddelhi.org,"Our mission is to contribute to the empowerment of the grass root communities for their betterment with active participation, awareness to people regarding education, health & family welfare and hygiene.",110065,91-98914 56540,Society for Social Development,"91-11-26449769, 91-11-43702404",To participate in social activities towards the growth of society and there of organization.,"24-B, Garhi Main Market, East of Kailash
New Delhi",ssddelhi@gmail.com,Brajesh Kumar Sharma
,"Education, health, NRM, water, women empowerment, child development, rural development, disability, agriculture, old age care, animal care.",110092,91-98733 45184,Society for Social Welfare & Development,,To upliftment of poors.,"J-3/80, IInd Floor, Krishan kunj, Laxmi Nagar
Delhi",sswd_org@yahoo.com,Mohd. Mohsin
,In the service of nation.,110046,91-93122 33107,Society Standing for all Youth awareness,,Social,"WZ-1390/C, Nangal Raya
New Delhi",choudharysatyapal@yahoo.co.in,Dr. Satyapal Choudhary
http://www.soscvindia.org,"SOS Children’s Villages of India is an independent non governmental social development organization, committed to the care of children in need. SOS Children’s Villages has pioneered the concept of family based child care and our work primarily focuses on children who have lost their families and those children who are at the risk of abandonment and social neglect.",110070,91-96501 20022,SOS Children’s Villages of India,91-11-43239200,Child development.,"4, Block C 1, Institutional Area, Nelson Mandela Marg, Vasant Kunj
New Delhi",sumanta.kar@soscvindia.org,Rakesh Jinsi
http://www.sportskarate.net,"For schools, institutes, health clubs, colleges, security services, individual and group. We also offer contracts for schools sports day, annual function, demonstration etc. Our instructors are well trained and qualified in european standards to pre for schools, institutes, health clubs, colleges, security services, individual and group. For more details contact the office or www.sportskarate.org 9999433982 us. We also offer contracts for schools sports day, annual function, demonstration etc karate taekwondo kick boxing kenpo judo weapons mix martial art etc.",110075,91-99994 33982,Sports Karate Do Organization,,Martial art,"413, Akashardham Apartment, Pocket – 3
New Delhi",aniketgupta71@yahoo.co.in,Aniket Gupta
,"Our main objective is to create a pleasant and prosperous society through child education and family planning in India. Our goal is to work for the betterment of underprivileged people through social awareness, family counselling and child rehabilitation.",110065,91-92506 94630,SRG – Social Reformers Organisation,,"Working for equal opportunity, education and peace in world.","Delhi
Delhi",rohitabhay@gmail.com,Satyajeet
,"Sri Aurobindo School was started with a mission by imparting technical knowledge along with functional literacy to the unemployed youth for enhancing their occupational skills, promote self-reliance, empower them economically so that they may take control of their lives and through this endeavor progressively eliminate the practice of child labour.",110074,91-93506 07183,Sri Aurobindo School,91-11-65943568,Sri Aurobindo School was set up to empower the weaker sections of the society.,"Bhatti Khurd, Near S.P.S.
Delhi",santoshsingh888@yahoo.co.in,Santosh Singh
,The trust aims at giving all possible help to the poor and the downtrodden irrespective of caste and creed.,110092,91-94153 33316,Sri Radhakripashrit Lokhitkari,91-5692-228397,Social welfare thru education and medical.,"Sarvabhauma Sangathan Nyas, Delhi
Delhi",godsworktrust@gmail.com,Dr Manoj Kumar Mehrotra
,Social welfare.,110084,91-93129 45430,Srijan Foundation,91-11-20299077,Social welfare.,"421/8, Laxmi Vihar, Burari
Delhi",srijanfoundation@yahoo.com,"Manoj Kumar Sinha, Sandeep Pandey"
http://www.srijanindia.org,"To reach and reduce poverty among 100,000 rural poor families by 2011. Building community managed institutions for sustainable water resource management and livelihoods for the poor.",110068,91-93136 35145,SRIJAN,91-11-29536411,"Women empowerment, rural development, microfinance, livelihoods.","4, First Floor CSC, Anupam Apartments, Saidullajab
New Delhi",delhi@srijanindia.org,Namita Pandey
http://www.ssewa.org,SSEWA is working for the upliftment of the society for the last serval years. SSEWA is working in slums. SSEWA provides he better health facilities.,110051,91-98185 10399,SSEWA – Shri Sai Educational & Welfare Association,,To work for the betterment of the society.,"233/11, West Azad Nagar
Delhi",ssewa_2005@yahoo.in,Shweta Tuli
http://www.ssmi.in,"Empowering Women and Children to realize their potential with dignity. Working in the areas of women’s empowerment, education, health and nutrition.",110026,91-98681 01640,SSMI – Swami Sivananda Memorial Institute,91-11-28313555,Women and children.,"Road 31, East Avenue, East Punjabi Bagh
New Delhi",ssmisunita@gmail.com,Sunita Bhasin
http://www.sswes.org.in,"It development & resarch, SC/ST development, women, HIV/AIDS, social welfare.",110094,91-98116 97934,SSWES – Sneha Social Welfare & Educational Society,,Development & happy India.,"C 9/395, Ambedkar Vihar, Johri Pur Extn.
Delhi","missionsswes@gmail.com, educationsswes@gmail.com",Arvind Kumar
,"The founder of the organization Poonam migrated to Faridabad after marriage and running the NFE and Balwadi centers since August 2003 from three community centers at Azad Nagar Sec-24 and Mujesar, sec-24 and Sihi in Faridabad. Our main objective is to ensure education to all children with the emphasis on girl education up to second- dary level. We provided supportive education to needy children in the com- munity. In last year, we conducted following Educational activities. Rehabilitating Rag picking street Children by organizing a special Child Labor Bridge class. Working with vulnerable Street Children of Ajad Nagar to address their sexual health problems through behavior change care and treatment, Condom promotion etc., to prevent HIV/AIDS among them.",121017,"91-98917 93639, 91-99905 98026",Stri Shakti Pahal Samiti,,Women & child development programme.,"30, DDA Flat, Panchsheel Park, Maharouli
New Delhi",strishaktipahalsamiti@ymail.com,Poonam Sinsinvar
http://www.spftrust.org,"To establish set up & run health care centers & hospitals, to regularly run free medical checkup camps in the rural areas all over the country, to implement women welfare schemes. To establish old age homes & orphanages. To initiate scholarships, awards for meritorious and needy students to pursue their education, sports & other relevant programs. To provide free nutritious food to the slum children. To provide assistance for the relief of persons & animals effected by the natural & other calamities.",110008,91-95555 04370,Subodh Prasad Foundation,,An organization for overal human development.,"09-May, 1st Floor
New Delhi",charity@spftrust.org,Dhiraj Prasad
http://www.subodhtree.org,To elevate literacy in rural areas. To elevate computer literacy in rural areas. To help poors for his/her daughter’s marriage in cash & kind. To save erosion of deteriorating Indian culture in metropolitan cities.,110074,91-98102 88883,Subodh Tree,91-11-26654426,For literacy alleviation & computer literacy alleviation.,"221-A Ramlila Wali Gali, Chattarpur
New Delhi",info@subodhtree.org,S K Thakur
,Freedom from alcoholism.,110095,91-98680 30419,SUEF,,Alcoholism and de addiction.,"Saurbhi, Sec 11, Dwarka
Delhi",yaashka@mail.ru,Ravi
